사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Jan,경춘선,1312,갈매,6,1,2081,333,4357,1044,17605,2316,9916,5123,6895,2672,4505,2768,3345,1955,4278,2234,3474,2994,3373,2430,3336,4336,3741,4622,3499,6569,5089,11189,2338,8416,1826,4766,2585,3813,1500,2948,707,1850,11,702,0,0,0,0,0,0
24-Jan,경춘선,1313,별내,33,0,1580,946,3715,2460,13581,4481,9697,7191,6435,3844,4545,3484,4052,3033,4509,3195,4195,3985,4324,3264,5082,4374,6427,5310,6155,7469,6808,10789,3219,9557,2460,5004,2132,3169,1957,3637,946,1755,62,542,0,0,0,0,0,0
24-Jan,경춘선,1314,퇴계원,2,0,2910,440,5089,1657,18516,3554,12402,5064,8684,2550,6014,3323,5248,2639,6071,3342,5772,3563,4172,3775,4398,4438,3842,6003,4702,9983,5881,11352,2479,12365,1830,5991,1339,4359,963,5367,472,2704,47,926,0,0,0,0,0,0
24-Jan,경춘선,1315,사릉,25,0,1851,490,3850,1193,8852,4612,7393,3805,4341,1616,3289,1709,2990,1820,2915,2069,2827,1576,2227,2645,2709,2394,2669,3176,3845,4535,4749,6772,1667,8127,1097,3542,823,2688,526,2505,254,1572,16,452,0,0,0,0,0,0
24-Jan,경춘선,1316,금곡,27,0,1516,315,2152,1161,4096,2026,3659,4489,2962,1874,2348,1565,2598,1202,2256,1937,2471,1506,1979,2335,2239,2111,2393,2262,2964,3031,3542,3671,1021,3498,834,1481,565,1693,361,1404,190,1015,12,219,0,0,0,0,0,0
24-Jan,경춘선,1317,평내호평,687,15,5563,715,13065,1662,26071,4249,18884,8833,10487,6272,9632,5037,9151,5849,9107,7338,8774,6871,7575,9085,8119,8237,7941,9686,8207,16778,8524,19794,4739,22974,4169,10160,3741,8010,3469,6949,1589,5262,42,2010,0,0,0,0,0,0
24-Jan,경춘선,1318,천마산,9,0,1072,187,3024,584,6580,1562,4768,1786,4434,1429,3484,1127,2645,1630,2688,1727,2347,1827,2099,2228,1920,2827,1957,2587,1781,4002,2089,4330,791,4161,548,2911,490,2283,269,1512,108,1048,6,278,0,0,0,0,0,0
24-Jan,경춘선,1319,마석,23,0,1324,311,7445,2846,11919,5661,10065,6290,8042,4823,6833,3579,5929,4821,7002,4415,5949,6009,5830,5270,5893,6638,6281,5507,6562,7867,6902,9002,3173,12193,2259,6274,1762,4763,1546,3937,574,1748,46,790,0,0,0,0,0,0
24-Jan,경춘선,1320,대성리,0,0,378,87,1072,231,1069,592,1178,872,1363,479,1646,789,2919,713,1656,964,1145,1923,937,3077,1060,1819,1222,1430,1148,1141,889,923,451,675,241,596,193,341,120,327,61,207,6,13,0,0,0,0,0,0
24-Jan,경춘선,1321,청평,3,0,772,114,1767,561,3453,1319,4191,3233,3672,2552,4081,2966,5574,2078,3893,3189,3369,3075,3575,3822,3114,4105,3045,3842,3463,4426,2658,3614,1430,3163,1335,2373,781,1536,445,1286,132,1134,16,307,0,0,0,0,0,0
24-Jan,경춘선,1322,상천,0,0,206,11,225,134,487,204,577,527,440,486,473,374,711,470,550,392,546,315,661,414,553,572,501,473,466,528,284,289,131,485,105,206,83,215,12,143,7,101,0,32,0,0,0,0,0,0
24-Jan,경춘선,1323,가평,1,1,578,89,1383,567,3081,1807,3981,4416,3097,2413,4281,2407,5695,3600,3681,3652,3101,4569,3399,4383,3361,4154,3820,2863,4672,3331,3942,3271,1534,3304,1310,2157,800,1484,431,1548,271,1074,15,327,0,0,0,0,0,0
24-Jan,경춘선,1324,굴봉산,0,0,51,4,52,14,162,132,185,288,162,429,258,804,566,525,266,423,245,274,267,323,374,254,358,195,214,168,164,158,81,147,88,92,54,54,48,72,8,54,2,11,0,0,0,0,0,0
24-Jan,경춘선,1325,백양리,0,0,46,34,56,40,78,725,154,1085,194,721,422,1282,1469,1034,697,739,555,567,599,866,1043,538,1246,382,1846,483,1219,394,302,194,581,163,669,193,591,148,402,177,53,23,0,0,0,0,0,0
24-Jan,경춘선,1326,강촌,6,0,72,52,222,99,243,228,470,846,566,725,748,1164,1225,1078,805,668,886,685,950,850,1335,606,1109,734,1048,691,605,664,291,398,206,341,208,335,92,294,40,188,5,27,0,0,0,0,0,0
24-Jan,경춘선,1327,김유정,9,0,94,22,121,94,415,464,483,658,430,583,485,905,520,1150,676,1086,881,849,1098,765,1279,684,1055,544,1134,435,708,540,192,318,228,311,77,226,34,162,18,119,9,65,0,0,0,0,0,0
24-Jan,경춘선,1328,남춘천,502,2,1124,12,3043,555,4263,1980,5436,3164,5326,3250,5202,3223,4771,6556,5352,6427,5666,5263,6698,4592,6277,5172,5641,4731,4761,5758,3718,5951,2979,8637,2612,3357,2264,3061,1452,3976,509,1813,5,1750,0,0,0,0,0,0
24-Jan,경춘선,1329,춘천,263,1,484,2,1248,274,1465,852,2378,1601,2470,2077,2293,1670,2279,3391,2126,2686,2843,3173,3565,2023,4091,2783,3890,1990,3361,2042,2335,1947,1509,2773,1015,1110,749,1042,366,980,66,947,2,584,0,0,0,0,0,0
24-Jan,수인선,1873,고색,659,2,2933,395,8368,3590,18450,18020,14121,22701,7169,5199,5026,2632,5089,3155,5664,3587,5077,4090,4785,4073,5047,4963,6493,6693,17547,8681,22862,12955,6618,12617,5993,8331,4144,6116,2054,5332,836,3538,5,1889,0,0,0,0,0,0
24-Jan,수인선,1874,오목천,27,1,947,363,6338,1758,13063,4195,13243,7238,8224,3179,6112,2594,5747,3031,6347,3412,5627,4459,4492,4089,5128,5384,6477,7277,6479,6493,8439,14221,3999,8976,2338,4986,2024,4498,1470,5541,580,3333,10,303,0,0,0,0,0,0
24-Jan,수인선,1875,어천,0,0,256,95,1232,1444,2645,2514,2834,2666,2575,1378,2233,1215,2255,1484,2404,1573,2250,1859,1710,1888,2373,1958,2623,3005,2869,2630,3909,3713,1389,2731,997,1318,625,1417,423,1163,162,665,3,94,0,0,0,0,0,0
24-Jan,수인선,1876,야목,0,0,116,89,543,618,1057,677,1124,671,668,344,606,359,528,323,569,319,609,421,591,381,629,445,968,676,1026,700,943,1034,312,635,245,303,116,368,114,288,65,220,1,46,0,0,0,0,0,0
24-Jan,수인선,1877,사리,0,0,4922,343,10986,1446,23868,2729,19851,4527,10771,2555,8305,2821,7109,2726,7448,3681,7760,4516,6070,4229,5841,6263,6158,8897,6509,10093,6900,21068,3892,13882,2408,9490,2073,9145,1972,7504,708,5689,25,584,0,0,0,0,0,0
24-Jan,수인선,1878,달월,0,0,5,43,38,156,131,137,112,330,94,86,72,74,117,66,75,112,105,137,155,84,118,90,343,94,361,113,1065,125,101,58,78,52,24,40,17,63,9,18,0,3,0,0,0,0,0,0
24-Jan,수인선,1879,월곶,3,0,1466,258,5173,1331,10989,1616,8757,2951,5183,3174,3941,4208,4104,4615,4597,4503,4295,3794,3876,3693,4102,4327,4950,5129,5241,6795,6678,9916,3146,5889,2273,3686,1869,3685,1166,3056,609,1811,6,283,0,0,0,0,0,0
24-Jan,수인선,1880,소래포구,30,0,3011,441,7079,3326,14929,3345,12592,6295,7132,5660,5744,4782,6492,8494,8942,10966,8321,9505,9942,7990,11546,7509,11574,8641,8700,9831,7587,14004,4420,9273,3696,6287,3567,5810,2590,4772,1367,3343,19,645,0,0,0,0,0,0
24-Jan,수인선,1881,인천논현,4,0,2680,659,6479,4437,13112,8211,12959,12224,7450,9322,7601,6759,7842,6998,8339,7937,8072,8760,8292,9189,8934,9033,9760,10970,12146,14493,12794,18905,7196,12174,6599,7830,6730,6727,4769,4840,2479,3330,8,683,0,0,0,0,0,0
24-Jan,수인선,1882,호구포,3,0,1979,698,3013,6509,6436,17969,7468,24007,4741,4583,3961,2855,4303,3135,4767,3558,4413,3428,4673,3789,4877,3933,6305,5054,16350,6282,17843,7705,5904,6227,5637,4635,4215,3579,2029,2764,979,2020,4,376,0,0,0,0,0,0
24-Jan,수인선,1883,남동인더스파크,1,0,427,803,1049,4240,1357,18045,2261,21860,1245,3126,1163,1386,1571,1478,1714,1492,1818,1622,2099,1313,2691,1024,3756,1035,15169,1392,12125,1880,4232,2277,4131,1543,1954,924,457,490,178,308,0,30,0,0,0,0,0,0
24-Jan,수인선,1884,원인재,34,0,3679,741,7012,2509,13321,5191,15259,7678,8376,4249,6966,4427,6630,5075,7035,5445,6897,5920,6081,6374,6789,7956,6720,9131,8309,12015,8405,17246,4787,11263,3821,7518,3727,6960,2632,5788,1467,4382,32,709,0,0,0,0,0,0
24-Jan,수인선,1885,연수,10,0,2732,873,6691,2203,14608,4199,12742,11381,6376,7757,5638,6604,6298,6405,7459,7282,8014,7110,7909,7004,7759,7490,8143,9404,9417,13147,11709,16687,5709,10253,5379,6826,5333,6054,4284,4157,2491,2971,26,536,0,0,0,0,0,0
24-Jan,수인선,1886,송도,4,0,2215,417,4622,1388,8157,1917,8330,3494,4306,2190,3801,2293,4054,2644,4483,3235,4489,2998,3853,3646,4212,4405,4294,4904,4236,6439,3878,8361,2179,5235,1597,3134,1227,3195,761,2482,334,1531,2,485,0,0,0,0,0,0
24-Jan,수인선,1888,인하대,45,1,3636,575,11528,3767,22555,4577,17925,11972,8602,6691,7552,5173,8417,5391,9216,7454,8655,7348,7972,7897,9413,8987,11920,10681,12600,16173,10470,23712,6302,12598,5339,8969,4679,8514,3685,5915,2018,4388,61,1062,0,0,0,0,0,0
24-Jan,수인선,1889,숭의,15,0,3622,1031,6174,3502,12481,7535,10938,11329,6606,4793,6163,3909,6267,4041,6122,4886,5841,5351,5648,4879,6824,5353,7224,7064,10281,9181,9105,11851,4123,6796,3170,4958,2223,4894,1824,3483,1018,2092,16,537,0,0,0,0,0,0
24-Jan,수인선,1890,신포,3,0,1119,253,1540,1169,3138,2989,2681,6959,1822,3168,1848,2276,2132,2904,2657,3058,2734,3292,3114,3013,3490,2957,3967,3371,5157,3863,6360,4902,2609,2266,2179,1581,1846,1439,1183,983,558,629,1,163,0,0,0,0,0,0
24-Jan,수인선,1891,인천,131,1,680,267,988,1072,1760,2286,1809,3293,1523,1693,1475,2087,1616,3963,1895,4476,2113,3974,2325,4070,3045,3658,2519,3140,2779,3047,2338,3670,1256,2381,932,1830,699,1426,478,1281,117,811,4,266,0,0,0,0,0,0
24-Jan,경강선,1501,판교,66,2,872,58,2248,8238,5130,18658,3998,37069,2484,26324,2823,14449,5335,10214,4402,8027,5268,6681,7347,5970,12251,5577,11872,7559,21659,6807,30380,7261,21338,5108,19436,2219,11720,2020,7401,1518,2606,915,2,269,0,0,0,0,0,0
24-Jan,경강선,1502,이매,2,0,612,57,1674,1258,4487,2046,3734,2659,1992,1793,1690,1084,1790,1170,1664,1256,1538,1413,1523,1330,1658,1642,1952,1638,2324,2395,2405,2991,1305,2640,1175,1301,1302,1339,930,799,362,349,9,92,0,0,0,0,0,0
24-Jan,경강선,1503,삼동,1,0,1523,96,5074,1284,12648,2351,12832,2441,7889,972,4811,1027,3522,1636,3422,1762,2897,1983,2357,2761,2305,3928,2620,4450,3476,7726,3025,9723,1134,8969,937,6122,712,4292,379,3687,133,1596,3,42,0,0,0,0,0,0
24-Jan,경강선,1504,경기광주,0,0,3147,230,15791,2038,41619,5751,41004,7895,22489,4806,14880,4238,11906,5458,11647,5873,10351,7660,9193,8308,8378,10127,10033,16707,10432,18831,8970,39465,4208,25841,2808,22134,2165,13166,1467,10064,531,8290,5,61,0,0,0,0,0,0
24-Jan,경강선,1505,초월,7,1,1527,190,6487,1838,15739,4494,16894,4958,9629,2098,5861,1804,5044,2199,4805,2393,4508,2962,3802,3403,3743,3974,4584,6017,6000,8324,5375,12701,2236,12681,1639,7721,1038,7492,629,4585,365,4040,0,3,0,0,0,0,0,0
24-Jan,경강선,1506,곤지암,2,0,943,158,2793,1700,7476,5520,6298,7400,4727,2727,3548,2922,4843,2845,4606,3245,3540,3033,3043,2900,3695,3712,4420,3864,7183,5342,7825,5579,2666,6289,2043,3403,1184,3552,566,2182,261,1810,0,0,0,0,0,0,0,0
24-Jan,경강선,1507,신둔도예촌,3,0,624,71,2871,374,6273,2530,4905,3132,3377,1167,2799,1051,2229,1148,2329,1364,1995,1367,1592,1612,1826,1972,2111,2526,3884,3070,3187,5493,1159,3552,917,3599,500,2244,192,2022,71,1469,0,2,0,0,0,0,0,0
24-Jan,경강선,1508,이천,5,0,918,61,3524,1485,8343,4973,7065,8417,5872,4046,5415,3291,5183,4279,5096,3930,4633,4325,4491,4416,4817,5130,5756,5274,6358,7465,7457,7406,3532,9096,2714,5010,2363,4300,1271,3834,520,1602,0,884,0,0,0,0,0,0
24-Jan,경강선,1509,부발,0,0,1031,17,3364,1700,6113,5829,5953,4863,4397,1969,3984,1776,4022,2224,3626,2240,3329,2386,3210,2335,3389,2786,4372,4137,6633,5022,5586,5064,2602,6059,1878,4140,968,3817,733,3409,316,2034,1,1501,0,0,0,0,0,0
24-Jan,경강선,1510,세종대왕릉,0,0,212,3,603,47,995,662,912,684,814,312,887,342,564,510,599,567,629,344,562,662,567,634,618,661,733,652,729,1195,227,735,156,626,72,425,70,273,21,269,6,84,0,0,0,0,0,0
24-Jan,경강선,1511,여주,7,1,1636,5,5203,731,8082,2385,7496,2787,6108,2618,6226,2421,5150,3280,5095,3589,4717,3596,4841,4125,4978,5005,4384,4934,4098,5912,4179,8504,2221,7125,1542,6240,1269,4796,722,2752,222,3721,2,1480,0,0,0,0,0,0
24-Jan,서해선,1980,김포공항,21,3,321,2389,525,7843,1317,8414,2100,10599,2656,7295,2871,8538,3801,9124,3504,9362,5162,9153,7280,7648,7919,6275,7554,6647,9262,7840,11474,6600,7417,4188,6696,1484,7306,863,6493,697,2218,793,41,258,0,0,0,0,0,0
24-Jan,서해선,1981,원종,68,1,4762,618,7496,2245,15800,4906,15158,7441,8912,4192,7333,3758,6651,4153,7189,4894,6433,5704,5897,6390,6213,7432,7101,9642,8634,12879,8869,18788,4586,14505,3520,7565,2839,7239,2256,6090,1163,4240,21,698,0,0,0,0,0,0
24-Jan,서해선,1982,부천종합운동장,5,0,2551,293,4053,1276,11649,2631,11682,3302,5667,1797,3031,1304,2808,1190,2835,1596,2582,1861,2399,1825,2395,2335,2946,3194,3939,4895,4637,8883,2074,7006,1471,3722,1166,3415,1029,3284,427,1933,30,302,0,0,0,0,0,0
24-Jan,5호선,2511,방화,15,0,5326,12,11266,4082,27165,5212,27766,12963,15074,7459,12156,6141,11401,6409,12104,7446,11863,8384,10147,9272,10286,10744,10721,12550,11508,15153,11107,23158,5227,20786,3771,12685,3012,11144,2079,11042,855,6692,171,2504,0,260,0,0,0,0
24-Jan,5호선,2512,개화산,5,0,4566,248,8448,4490,21637,6927,21534,18323,11685,7894,8601,5507,8574,5492,9236,6911,8547,6285,7551,6928,7830,8207,8794,9148,13940,11903,15465,18706,6498,16208,3629,9648,3169,9447,2868,7875,812,4805,118,1708,0,81,0,0,0,0
24-Jan,5호선,2513,김포공항,2,0,991,3733,3777,10425,15581,16086,20558,21493,10249,13629,9547,15004,12723,16597,12503,16450,15151,17793,19411,16692,20977,15394,20801,15555,24882,16834,30124,15249,19318,9274,15618,3943,14345,2476,13464,1703,4804,1076,299,550,0,1,0,0,0,0
24-Jan,5호선,2514,송정,16,2,3683,1263,7854,4403,18511,6434,21838,11099,14329,7049,10807,6030,10154,7118,10465,7880,9796,8406,9585,8564,9603,9981,11127,11882,12337,13887,13079,20509,7302,16837,5590,10583,4748,9567,3892,8809,2120,5436,246,1916,0,0,0,0,0,0
24-Jan,5호선,2515,마곡,4,0,2602,7198,8371,20982,23865,17844,26494,57131,13705,36088,11239,15202,11864,13014,12679,13284,14077,14459,15727,13398,19863,13419,31014,15836,42368,19595,48041,30025,22313,22184,15162,11282,13412,9815,9289,9845,3743,5069,484,2062,0,0,0,0,0,0
24-Jan,5호선,2516,발산,3,0,3688,2644,10520,14525,27843,41897,30737,128832,19079,64817,19653,34071,22874,32886,27409,31828,29950,33215,34569,31707,41599,30348,48675,32638,77381,40536,103277,57912,44423,41155,37273,21517,36257,16499,30457,14482,13400,8341,1944,2950,0,0,0,0,0,0
24-Jan,5호선,2517,우장산,1,0,7221,849,22736,4247,55767,8790,60474,19184,30977,14769,24243,13455,23505,13600,24416,17290,22925,20008,20457,20714,21212,24218,22183,28033,23047,35547,20228,58471,12010,44511,8623,26756,7147,23256,5877,23338,1961,13854,336,3556,0,0,0,0,0,0
24-Jan,5호선,2518,화곡,325,3,22939,1592,43181,10041,115442,14442,153147,30475,73553,24864,45765,18780,40135,19904,42474,23950,39919,26652,34897,31779,32889,39858,35616,52785,38747,67886,40091,131425,23187,95311,17107,56006,14410,52574,11122,44118,5011,27472,732,8496,0,0,0,0,0,0
24-Jan,5호선,2519,까치산,309,3,25121,1420,44382,8317,119807,9509,155032,21005,79145,17544,46482,17671,40920,20687,42507,25064,39264,28521,33443,32905,30931,44329,32796,54433,31433,72715,32240,129599,19676,100471,15298,62952,12593,58648,10166,48167,5266,28984,850,9003,0,356,0,0,0,0
24-Jan,5호선,2520,신정(은행정),125,1,12813,902,23287,3533,62589,6566,78691,13427,38348,8844,21326,7456,18153,8042,18257,9591,17066,11750,14067,12934,12909,17311,13962,22111,15944,29912,16216,51339,8003,38375,5770,24085,4970,22946,4140,21143,1846,12173,237,3810,0,0,0,0,0,0
24-Jan,5호선,2521,목동,4,0,9136,1413,20289,5390,60796,14015,73739,27877,34276,22320,24409,15753,22852,14355,24290,17435,23061,21951,21467,21583,21491,24656,22999,32032,28113,45429,29731,83614,15921,57279,13497,32907,13346,30199,13732,26016,4385,14607,660,4887,0,1,0,0,0,0
24-Jan,5호선,2522,오목교(목동운동장앞),2,0,5082,1560,15110,7822,49872,25938,56358,68473,30103,53292,23301,32001,24489,31325,29082,30844,30102,34582,30799,33243,33622,34798,41203,39091,53123,51733,70407,78404,36966,49193,38137,28268,30495,24468,23970,21443,7603,11937,1071,3520,0,0,0,0,0,0
24-Jan,5호선,2523,양평,2,0,2235,1006,6786,5231,25543,9967,30777,42665,13076,14795,8175,6676,7613,5731,8501,6089,8676,6532,8080,6904,8626,7550,11375,9043,19332,13261,34634,25199,9512,17308,6218,11507,4953,10476,3617,9389,1481,5577,218,1694,0,0,0,0,0,0
24-Jan,5호선,2524,영등포구청,0,0,1117,686,2739,2280,8842,6294,14235,27763,5849,11039,4270,4940,4815,4363,5026,4676,5442,5364,5238,5072,6486,4949,7249,5330,11749,7419,24079,15133,7531,7678,5377,4652,4999,4503,3465,3850,1618,2372,245,619,0,0,0,0,0,0
24-Jan,5호선,2525,영등포시장,1,0,3006,924,6009,5368,24390,14515,37420,42441,16496,24053,11392,16990,11925,16733,14644,20865,15099,23955,16230,19724,20883,15992,25837,16480,32411,20825,44954,37037,18971,22174,12793,13456,11669,12546,8606,11384,3538,7069,466,1736,0,0,0,0,0,0
24-Jan,5호선,2526,신길,47,2,1923,339,4945,2001,17588,4976,26028,15432,10239,6188,6335,3060,4699,3349,5135,3564,4965,4322,4492,4314,4538,5163,5593,6443,8641,11393,14290,22418,5093,13227,3553,10122,3481,9462,2710,9236,1574,5487,203,1534,0,0,0,0,0,0
24-Jan,5호선,2527,여의도,5,0,2656,3087,3945,30294,9929,154348,14703,234592,11793,89312,11989,37280,18978,35854,19808,33301,26234,36579,33418,30065,42048,27382,57544,28025,154530,32880,189650,39507,76248,17700,64086,9670,49492,8278,29982,6969,10006,4101,1164,1988,0,1,0,0,0,0
24-Jan,5호선,2528,여의나루,9,0,1304,1273,2608,14009,6383,41272,10214,77099,5548,30161,4632,18154,6593,16434,8187,16252,9661,18649,12761,18505,16585,17957,25542,17079,52515,17218,67708,18532,25495,9557,23982,6157,13904,4681,8561,3883,2599,1989,327,752,0,0,0,0,0,0
24-Jan,5호선,2529,마포,20,0,2457,1355,8256,7587,28480,21812,38614,78776,20520,37723,16855,18916,17399,18407,18890,16503,19921,17215,19187,15937,20324,17839,23450,21601,39817,31967,65302,47978,22835,27866,20035,17167,21613,15208,15242,13081,6308,8045,927,2214,0,0,0,0,0,0
24-Jan,5호선,2530,공덕,9,0,1810,914,5277,6976,21191,29402,34570,80399,17509,40197,13524,17580,15209,17180,17421,15805,18714,16458,17427,15474,19421,16093,23365,19142,42939,31278,66832,50048,26059,25241,21715,14523,22227,12981,16265,11712,7257,6282,902,1649,0,0,0,0,0,0
24-Jan,5호선,2531,애오개,54,0,2399,455,5752,3515,19485,8217,27570,26992,13384,14156,9154,6854,8944,6184,9804,6405,9782,7979,8933,8035,9843,8442,9940,9669,14158,14870,23005,24128,8090,15043,5486,9273,4499,8526,3084,7820,1230,4863,155,2005,2,309,0,0,0,0
24-Jan,5호선,2532,충정로(경기대입구),12,0,859,259,2272,2351,5592,16209,8468,33970,4731,13548,3705,4333,4738,3591,4855,3534,5024,4455,5344,4350,5607,4092,7176,4563,18453,6249,29739,9711,8165,5814,5481,4080,4860,3908,3061,3850,1163,2351,238,642,0,71,0,0,0,0
24-Jan,5호선,2533,서대문,9,1,3336,1137,6614,15995,18568,71780,24543,183105,18144,48502,16292,23539,19523,20824,20559,19722,20694,24393,23746,19148,30149,17104,38170,16728,75339,20873,126552,28311,37353,16233,29072,11019,25969,10509,16428,7951,6187,4793,683,1362,0,11,0,0,0,0
24-Jan,5호선,2534,광화문(세종문화회관),10,0,1275,1242,3587,26845,9394,84574,13314,292877,11383,124815,14417,54637,21242,53708,25599,46266,35786,49316,44209,40265,54966,35882,71387,36652,126715,46573,237035,52463,96214,24830,75039,11731,75784,7707,42756,5073,13221,2633,1442,734,0,6,0,1,0,0
24-Jan,5호선,2535,종로3가,33,2,1496,389,1919,5842,3158,14082,4865,44407,5344,36494,7720,28935,11299,33699,17873,33402,21192,31879,25526,28468,30898,26669,37106,26521,46558,28280,61168,32864,35108,17825,32872,9001,36841,7061,29472,5519,14986,3479,1740,1270,2,6,0,0,0,0
24-Jan,5호선,2536,을지로4가,1,0,519,510,855,5557,2370,18875,3513,46512,3144,20327,4031,12219,5651,11476,6852,10607,8545,9795,10402,8767,11392,7941,13850,6840,28957,6815,41431,7290,15504,3928,10248,2232,8099,2090,5535,1449,2633,1087,345,418,0,0,0,0,0,0
24-Jan,5호선,2537,동대문역사문화공원(DDP),2,0,171,238,556,2838,1388,10103,2133,32370,2193,12874,2553,4229,3167,3520,2563,3508,2844,3421,3502,3433,4092,3204,6091,3540,13401,3521,23099,3839,8492,2405,4467,1996,3786,1804,2482,1971,1158,1274,184,351,0,5,0,0,0,0
24-Jan,5호선,2538,청구,6,1,1663,266,2540,1649,6550,3457,10777,14381,6753,7562,5439,4272,4991,3621,5155,4451,5381,4810,5318,5069,5408,5370,7078,5880,8748,8008,14758,11390,7730,7738,4935,5210,3926,4420,3246,4342,1631,2541,270,801,0,0,0,0,0,0
24-Jan,5호선,2539,신금호,41,0,3370,474,6809,2767,19747,5381,29329,11792,15846,8190,9817,5846,9230,6418,9959,7384,9467,7947,8571,9087,7949,10807,9576,13249,10120,17590,11214,28001,7483,18689,4871,11578,3958,10811,2976,9207,1230,5698,276,2052,0,0,0,0,0,0
24-Jan,5호선,2540,행당,28,0,4067,685,11402,2468,30121,4418,44979,9245,22601,6792,14337,5344,12765,6384,12615,7759,11649,8528,10045,9978,10169,11695,10050,14378,10409,19797,10521,33472,6773,22442,4909,14273,3743,13388,3100,11267,1119,6965,212,2052,0,0,0,0,0,0
24-Jan,5호선,2541,왕십리(성동구청),65,0,2231,583,2284,3101,5522,5759,8805,18272,4945,9218,4313,7226,5075,7392,5880,7802,6433,8788,6948,8624,7861,8385,9745,9497,10619,12228,15752,18361,8749,10010,7843,5314,8737,4651,7551,3821,3125,2562,573,1679,0,251,0,0,0,0
24-Jan,5호선,2542,마장,3,1,2646,632,5818,4413,14980,6535,20879,14633,11911,8834,9142,7741,9166,7543,10232,8573,9141,7922,9635,7305,9697,7859,10822,8860,11207,12084,12466,18438,7614,11665,5323,8060,4881,7247,3261,6622,1348,3975,163,1354,0,9,0,0,0,0
24-Jan,5호선,2543,답십리,23,1,9475,1323,18645,10439,55647,13184,79023,36483,36799,18682,22590,13235,19818,13947,21121,15484,20964,18643,19317,18279,21785,20612,26371,24079,31794,35392,34619,61843,16416,40443,11432,25936,9820,22262,6821,20358,3021,11488,480,4007,0,2,0,0,0,0
24-Jan,5호선,2544,장한평,32,0,7969,1393,18912,13193,54929,22815,79682,69664,39972,31735,23522,21638,21130,20400,23263,20392,23538,21521,22773,19977,24623,23251,31934,28139,44731,40817,65361,71271,26818,48933,16203,28835,12762,26441,10206,22865,4522,14597,729,4327,0,63,0,0,0,0
24-Jan,5호선,2545,군자(능동),60,4,7261,677,10828,5046,32714,9003,49509,24906,23154,17942,14184,12207,13159,12223,15133,14536,15649,15760,14422,16121,15074,18034,17331,22861,22412,33739,26355,57770,16360,37305,13592,21432,13184,19224,11053,18344,5968,11156,1102,5528,1,985,0,0,0,0
24-Jan,5호선,2546,아차산(어린이대공원후문),8,1,8803,1452,16719,8964,41925,9705,61323,24038,33332,17528,21659,17395,19686,17860,22986,18365,24547,18844,23054,19951,23242,23650,24437,28212,24689,35025,26957,56470,15708,38707,11268,24788,9896,20679,6957,18338,3205,11058,481,3446,0,0,0,0,0,0
24-Jan,5호선,2547,광나루(장신대),14,0,5577,2017,16447,8863,39690,14187,46535,32340,27867,20500,20638,17545,20467,15135,21415,16167,21691,16938,20782,16166,21876,17494,23667,21501,25748,28514,31811,42016,14488,30601,11598,19385,12068,18065,8071,16706,3129,10204,420,2510,0,0,0,0,0,0
24-Jan,5호선,2548,천호(풍납토성),76,5,6717,1951,12224,16185,29925,19700,39508,41625,23135,38326,21676,29266,25548,28855,29648,30686,31339,34632,34089,33839,40054,35137,47599,36978,53153,43780,57840,60346,37946,41188,34431,23976,25982,20179,19875,17320,9822,10377,1985,3639,0,5,0,0,0,0
24-Jan,5호선,2549,강동,118,2,10698,1386,20382,10757,53431,30186,70968,49950,36662,26028,26304,19718,24169,18526,25902,19950,24540,25093,24339,24266,26985,25414,31623,29121,45127,35673,47383,59635,21698,45094,16107,29231,13047,26008,9342,22837,4034,15014,770,6096,0,0,0,0,0,0
24-Jan,5호선,2550,길동,8,0,4669,763,8773,4337,21453,7826,27642,19430,14923,14174,13239,10138,13309,10794,14632,12207,14561,12034,13274,14651,14132,15189,15944,17908,16760,20198,18316,28503,9569,22401,6828,13531,6824,10661,5182,9449,2258,5619,505,2625,1,7,0,0,0,0
24-Jan,5호선,2551,굽은다리(강동구민회관앞),10,0,7338,756,13110,2934,33991,6196,39507,14874,21972,10685,16771,9505,15366,11100,16024,11860,16122,13507,14742,14096,14472,15114,15030,19629,15786,21596,16490,37861,9806,29842,7270,18279,7464,14227,4891,14616,1766,7640,372,2871,0,43,0,0,0,0
